DATE,USALORSGPNOSTSAM
1976-01-01,98.7650658508416
1976-02-01,98.9659258714136
1976-03-01,99.0966212109348
1976-04-01,99.1582488435725
1976-05-01,99.16260846006
1976-06-01,99.1261798501595
1976-07-01,99.0680203174007
1976-08-01,99.0068519946905
1976-09-01,98.9596432023639
1976-10-01,98.9403473179692
1976-11-01,98.9611758954787
1976-12-01,99.0317789778181
1977-01-01,99.1554451265266
1977-02-01,99.3308938697281
1977-03-01,99.5500917751958
1977-04-01,99.7921555843185
1977-05-01,100.029655106879
1977-06-01,100.233202329141
1977-07-01,100.37635677104
1977-08-01,100.440856200911
1977-09-01,100.426081561442
1977-10-01,100.363885873171
1977-11-01,100.302556287917
1977-12-01,100.294334232445
1978-01-01,100.383280452519
1978-02-01,100.596124050597
1978-03-01,100.926032032574
1978-04-01,101.329826400836
1978-05-01,101.74323240716
1978-06-01,102.113768699789
1978-07-01,102.415510714619
1978-08-01,102.646068814495
1978-09-01,102.810443756052
1978-10-01,102.909852914608
1978-11-01,102.942743471248
1978-12-01,102.910646420356
1979-01-01,102.828920814839
1979-02-01,102.718082492356
1979-03-01,102.598950211315
1979-04-01,102.490199417208
1979-05-01,102.405308673114
1979-06-01,102.349061796419
1979-07-01,102.312591734919
1979-08-01,102.279890959418
1979-09-01,102.233069016103
1979-10-01,102.157538137561
1979-11-01,102.038226463347
1979-12-01,101.858096059219
1980-01-01,101.600038798141
1980-02-01,101.254654737522
1980-03-01,100.833559183539
1980-04-01,100.388537785836
1980-05-01,99.986987740301
1980-06-01,99.6899890907771
1980-07-01,99.5282093898852
1980-08-01,99.5109297802558
1980-09-01,99.6249431540729
1980-10-01,99.840218374479
1980-11-01,100.110806653354
1980-12-01,100.385905175206
1981-01-01,100.617120224137
1981-02-01,100.768261078651
1981-03-01,100.828330676084
1981-04-01,100.815634206502
1981-05-01,100.761628990818
1981-06-01,100.685475933066
1981-07-01,100.571607755564
1981-08-01,100.388889343606
1981-09-01,100.112283182363
1981-10-01,99.7489484603981
1981-11-01,99.3239287823082
1981-12-01,98.8718886555016
1982-01-01,98.4332697105547
1982-02-01,98.043416917675
1982-03-01,97.7210050683764
1982-04-01,97.4530444761578
1982-05-01,97.2151028293588
1982-06-01,96.9869313195034
1982-07-01,96.7654807024001
1982-08-01,96.5604256333995
1982-09-01,96.3890441993262
1982-10-01,96.2697709508527
1982-11-01,96.2214388807407
1982-12-01,96.2585382900318
1983-01-01,96.3810580152722
1983-02-01,96.582600733879
1983-03-01,96.8518353214841
1983-04-01,97.1677632874914
1983-05-01,97.5087288979478
1983-06-01,97.8576875431983
1983-07-01,98.205291824913
1983-08-01,98.5474790137404
1983-09-01,98.8826512692895
1983-10-01,99.2087387426793
1983-11-01,99.5228198834309
1983-12-01,99.8209439683674
1984-01-01,100.098384867466
1984-02-01,100.348824654571
1984-03-01,100.564631717628
1984-04-01,100.738719064499
1984-05-01,100.864669936317
1984-06-01,100.939540717667
1984-07-01,100.969803787671
1984-08-01,100.965523141322
1984-09-01,100.937511733483
1984-10-01,100.896805338528
1984-11-01,100.852947408893
1984-12-01,100.813082229405
1985-01-01,100.781179306888
1985-02-01,100.760060249628
1985-03-01,100.752748725237
1985-04-01,100.762955797052
1985-05-01,100.792869402853
1985-06-01,100.839622501281
1985-07-01,100.890277255952
1985-08-01,100.928979502968
1985-09-01,100.94373879786
1985-10-01,100.933973928561
1985-11-01,100.904014297543
1985-12-01,100.858352942684
1986-01-01,100.79837460365
1986-02-01,100.724270570613
1986-03-01,100.637989713209
1986-04-01,100.547205913772
1986-05-01,100.460449204585
1986-06-01,100.38267412368
1986-07-01,100.310654923886
1986-08-01,100.238228207373
1986-09-01,100.16113970187
1986-10-01,100.081946685935
1986-11-01,100.006917592847
1986-12-01,99.9432008064517
1987-01-01,99.8958192790024
1987-02-01,99.8682622630181
1987-03-01,99.8619932310854
1987-04-01,99.8746248391808
1987-05-01,99.9035461113444
1987-06-01,99.9482522401851
1987-07-01,100.011579015091
1987-08-01,100.095820211167
1987-09-01,100.197592153344
1987-10-01,100.30125918112
1987-11-01,100.388650735016
1987-12-01,100.448708256107
1988-01-01,100.488347179645
1988-02-01,100.521309609261
1988-03-01,100.558593267223
1988-04-01,100.599515353618
1988-05-01,100.639007552151
1988-06-01,100.674743611832
1988-07-01,100.714469392427
1988-08-01,100.769121342399
1988-09-01,100.845825774442
1988-10-01,100.939977298112
1988-11-01,101.041281724116
1988-12-01,101.13865785104
1989-01-01,101.224760631243
1989-02-01,101.29476445582
1989-03-01,101.346095020505
1989-04-01,101.379455903032
1989-05-01,101.396305714301
1989-06-01,101.397782517858
1989-07-01,101.384975464377
1989-08-01,101.360115612588
1989-09-01,101.328945186979
1989-10-01,101.304096613112
1989-11-01,101.297939587267
1989-12-01,101.315173174616
1990-01-01,101.344234056248
1990-02-01,101.365675683535
1990-03-01,101.359789266639
1990-04-01,101.3148802005
1990-05-01,101.222722102718
1990-06-01,101.076920998456
1990-07-01,100.874763488976
1990-08-01,100.616887873447
1990-09-01,100.311051201294
1990-10-01,99.9798510026284
1990-11-01,99.6518770361477
1990-12-01,99.3549614942877
1991-01-01,99.1094967086976
1991-02-01,98.9288586355019
1991-03-01,98.8161839878793
1991-04-01,98.756476965319
1991-05-01,98.7288345381491
1991-06-01,98.7146967726132
1991-07-01,98.7037326479236
1991-08-01,98.6933167172991
1991-09-01,98.6877117058078
1991-10-01,98.6971263603764
1991-11-01,98.7332471069281
1991-12-01,98.80360446863
1992-01-01,98.9038903835833
1992-02-01,99.024702854139
1992-03-01,99.155951211449
1992-04-01,99.2896207699213
1992-05-01,99.4196283715188
1992-06-01,99.5413207859898
1992-07-01,99.6510437097821
1992-08-01,99.7443968291137
1992-09-01,99.8151526235598
1992-10-01,99.8551619668153
1992-11-01,99.8570080538202
1992-12-01,99.8186685063138
1993-01-01,99.7506737756143
1993-02-01,99.6683028823826
1993-03-01,99.5857743925006
1993-04-01,99.5113733846168
1993-05-01,99.4508957006562
1993-06-01,99.4103283295381
1993-07-01,99.3973547841679
1993-08-01,99.4192115191406
1993-09-01,99.4784011887799
1993-10-01,99.5657042808694
1993-11-01,99.6681866917183
1993-12-01,99.7749408784822
1994-01-01,99.8815208432585
1994-02-01,99.986301094863
1994-03-01,100.086619605588
1994-04-01,100.174821169541
1994-05-01,100.24243555757
1994-06-01,100.284999648186
1994-07-01,100.308113525935
1994-08-01,100.319663438172
1994-09-01,100.32325431072
1994-10-01,100.312312884745
1994-11-01,100.276139077944
1994-12-01,100.206787502388
1995-01-01,100.107514008905
1995-02-01,99.9874614075913
1995-03-01,99.8583521199282
1995-04-01,99.7325588928724
1995-05-01,99.6206050754258
1995-06-01,99.5283359946716
1995-07-01,99.4529929260255
1995-08-01,99.3889370669768
1995-09-01,99.3319453395129
1995-10-01,99.2825057268066
1995-11-01,99.2451091642244
1995-12-01,99.2268542737403
1996-01-01,99.2350475273662
1996-02-01,99.2747899229489
1996-03-01,99.3444990488615
1996-04-01,99.4289662628367
1996-05-01,99.5087159759792
1996-06-01,99.5680765363203
1996-07-01,99.6033775408692
1996-08-01,99.6173124902174
1996-09-01,99.6148427892166
1996-10-01,99.6004802204818
1996-11-01,99.5796356119491
1996-12-01,99.5606736125421
1997-01-01,99.5572931292837
1997-02-01,99.5829187902679
1997-03-01,99.6439065370074
1997-04-01,99.7305531852458
1997-05-01,99.8260852302932
1997-06-01,99.9136135352459
1997-07-01,99.9823118893618
1997-08-01,100.02622699327
1997-09-01,100.04431906865
1997-10-01,100.04216008091
1997-11-01,100.027707803715
1997-12-01,100.008488951057
1998-01-01,99.9896434746678
1998-02-01,99.9753071576778
1998-03-01,99.9699385629776
1998-04-01,99.9793019946108
1998-05-01,100.009503198093
1998-06-01,100.064973903423
1998-07-01,100.144963190052
1998-08-01,100.245038404309
1998-09-01,100.356796602254
1998-10-01,100.466115263758
1998-11-01,100.558308143384
1998-12-01,100.623459397736
1999-01-01,100.662979829372
1999-02-01,100.684816763619
1999-03-01,100.70053986481
1999-04-01,100.723772130645
1999-05-01,100.767109516186
1999-06-01,100.838619216779
1999-07-01,100.936992556691
1999-08-01,101.054918852167
1999-09-01,101.180578296948
1999-10-01,101.297801561862
1999-11-01,101.392722884506
1999-12-01,101.461125718807
2000-01-01,101.517438806464
2000-02-01,101.579732381008
2000-03-01,101.65571245973
2000-04-01,101.728420325601
2000-05-01,101.771312024786
2000-06-01,101.763663831503
2000-07-01,101.708158306118
2000-08-01,101.616935388452
2000-09-01,101.501217263887
2000-10-01,101.36373873179
2000-11-01,101.203433549342
2000-12-01,101.021810627842
2001-01-01,100.831043093586
2001-02-01,100.644816663624
2001-03-01,100.470124409648
2001-04-01,100.299010738201
2001-05-01,100.11906638951
2001-06-01,99.9236637378146
2001-07-01,99.7228028265689
2001-08-01,99.5343542797966
2001-09-01,99.3759345632822
2001-10-01,99.2561318815099
2001-11-01,99.1774757201956
2001-12-01,99.1366538168353
2002-01-01,99.1217951260758
2002-02-01,99.1181678943704
2002-03-01,99.1119961094738
2002-04-01,99.0934722857101
2002-05-01,99.0557971848491
2002-06-01,98.9951002100971
2002-07-01,98.9117121285054
2002-08-01,98.8088666957014
2002-09-01,98.6930150600163
2002-10-01,98.5755142640916
2002-11-01,98.4697954409838
2002-12-01,98.3886873882704
2003-01-01,98.3409300143653
2003-02-01,98.3336495175454
2003-03-01,98.3723981800755
2003-04-01,98.4582444840249
2003-05-01,98.5890701658465
2003-06-01,98.7573870024937
2003-07-01,98.9447989019124
2003-08-01,99.1293332519946
2003-09-01,99.2913516203757
2003-10-01,99.4196357931628
2003-11-01,99.5092142563819
2003-12-01,99.5615148834666
2004-01-01,99.5872070766757
2004-02-01,99.6001358386057
2004-03-01,99.6131640078166
2004-04-01,99.634966635069
2004-05-01,99.6710969623239
2004-06-01,99.7244450109918
2004-07-01,99.7946909867972
2004-08-01,99.8799705812595
2004-09-01,99.9773554914857
2004-10-01,100.082291819661
2004-11-01,100.189038222689
2004-12-01,100.290615702553
2005-01-01,100.378692873918
2005-02-01,100.445949127311
2005-03-01,100.489493092474
2005-04-01,100.515856094103
2005-05-01,100.535225504139
2005-06-01,100.557045254013
2005-07-01,100.586280487926
2005-08-01,100.625852736177
2005-09-01,100.678697064816
2005-10-01,100.749240815326
2005-11-01,100.839755395879
2005-12-01,100.945606841551
2006-01-01,101.04922631283
2006-02-01,101.129301748715
2006-03-01,101.170346598994
2006-04-01,101.174147907386
2006-05-01,101.151718093064
2006-06-01,101.118099193946
2006-07-01,101.089295664693
2006-08-01,101.078336181142
2006-09-01,101.091271031309
2006-10-01,101.122139574171
2006-11-01,101.160756191753
2006-12-01,101.199420833326
2007-01-01,101.239308965537
2007-02-01,101.285868461134
2007-03-01,101.344372042499
2007-04-01,101.415229699714
2007-05-01,101.495831934097
2007-06-01,101.58173292199
2007-07-01,101.667360992456
2007-08-01,101.745908034103
2007-09-01,101.809461638195
2007-10-01,101.849867512883
2007-11-01,101.861113139171
2007-12-01,101.843571904031
2008-01-01,101.810501604419
2008-02-01,101.775638955564
2008-03-01,101.742110569267
2008-04-01,101.691675654523
2008-05-01,101.594486563916
2008-06-01,101.420247944958
2008-07-01,101.152849557191
2008-08-01,100.787753918282
2008-09-01,100.335994881262
2008-10-01,99.8349002419988
2008-11-01,99.3309228804189
2008-12-01,98.8664753249477
2009-01-01,98.4675164091166
2009-02-01,98.1500584593112
2009-03-01,97.9218602788006
2009-04-01,97.7781802911899
2009-05-01,97.711086408783
2009-06-01,97.7125114553134
2009-07-01,97.7717264489184
2009-08-01,97.8783557053852
2009-09-01,98.0211463062776
2009-10-01,98.1832109092181
2009-11-01,98.3486229514468
2009-12-01,98.5075430218708
2010-01-01,98.6610050988154
2010-02-01,98.8148696338223
2010-03-01,98.9739651905981
2010-04-01,99.1359981550561
2010-05-01,99.2943613205018
2010-06-01,99.4405740776812
2010-07-01,99.5668303667507
2010-08-01,99.6655051950831
2010-09-01,99.7299221848048
2010-10-01,99.7569287045842
2010-11-01,99.7467140719756
2010-12-01,99.705120075119
2011-01-01,99.6484162291313
2011-02-01,99.5947330136127
2011-03-01,99.556467648992
2011-04-01,99.5323635618859
2011-05-01,99.5169708454057
2011-06-01,99.5088763287885
2011-07-01,99.5181208201566
2011-08-01,99.5584946343618
2011-09-01,99.6384573957886
2011-10-01,99.7496318352442
2011-11-01,99.8757560557474
2011-12-01,99.9991955841291
2012-01-01,100.106239079126
2012-02-01,100.186508078627
2012-03-01,100.233380824476
2012-04-01,100.246164974139
2012-05-01,100.227221316127
2012-06-01,100.181369599002
2012-07-01,100.117418877631
2012-08-01,100.045789051309
2012-09-01,99.9773227361215
2012-10-01,99.9225490413316
2012-11-01,99.8893056408335
2012-12-01,99.8792813101556
2013-01-01,99.8828961671525
2013-02-01,99.8878027165286
2013-03-01,99.8862498658528
2013-04-01,99.8822118309507
2013-05-01,99.8841653489462
2013-06-01,99.8979491523307
2013-07-01,99.919097626648
2013-08-01,99.9374954728818
2013-09-01,99.9413773465072
2013-10-01,99.9214146746171
2013-11-01,99.8742178057844
2013-12-01,99.8074138399505
2014-01-01,99.7465152511975
2014-02-01,99.7216045277326
2014-03-01,99.7536460142723
2014-04-01,99.8381759501566
2014-05-01,99.9579098120269
2014-06-01,100.09135021473
2014-07-01,100.218767924751
2014-08-01,100.325047039013
2014-09-01,100.402894549533
2014-10-01,100.457463895956
2014-11-01,100.498504577762
2014-12-01,100.534090295983
2015-01-01,100.565265571511
2015-02-01,100.588551448324
2015-03-01,100.59871158477
2015-04-01,100.59202939082
2015-05-01,100.565820812866
2015-06-01,100.519115296137
2015-07-01,100.454694538523
2015-08-01,100.37736702734
2015-09-01,100.293498409191
2015-10-01,100.211456468503
2015-11-01,100.138921284654
2015-12-01,100.080082729241
2016-01-01,100.032167035425
2016-02-01,99.9900099557373
2016-03-01,99.949799492466
2016-04-01,99.912369716941
2016-05-01,99.8805585033139
2016-06-01,99.8563655520059
2016-07-01,99.8377051340964
2016-08-01,99.8206973102206
2016-09-01,99.8015316836364
2016-10-01,99.7781861462456
2016-11-01,99.7502308911156
2016-12-01,99.718916314802
2017-01-01,99.6875762114301
2017-02-01,99.6609442941823
2017-03-01,99.6444689676934
2017-04-01,99.6432896205943
2017-05-01,99.6620249300124
2017-06-01,99.7034566966183
2017-07-01,99.7657712847111
2017-08-01,99.8447724345034
2017-09-01,99.9345645205982
2017-10-01,100.027014031868
2017-11-01,100.114183627305
2017-12-01,100.190561514426
2018-01-01,100.255655677287
2018-02-01,100.311156816688
2018-03-01,100.358902652339
2018-04-01,100.399533097102
2018-05-01,100.431905352665
2018-06-01,100.453034571075
2018-07-01,100.458646814491
2018-08-01,100.445166143431
2018-09-01,100.412833200587
2018-10-01,100.370199686991
2018-11-01,100.329028990949
2018-12-01,100.300007461996
2019-01-01,100.288431216368
2019-02-01,100.296471979375
2019-03-01,100.324221391987
2019-04-01,100.369360236419
2019-05-01,100.428170940558
2019-06-01,100.495331317177
2019-07-01,100.56275730598
2019-08-01,100.622417663816
2019-09-01,100.66916172174
2019-10-01,100.704131424833
2019-11-01,100.730100930488
2019-12-01,100.747695777917
2020-01-01,100.752302495912
2020-02-01,100.73550629069
2020-03-01,96.1192671914774
2020-04-01,93.1537175687494
2020-05-01,91.6350650978917
2020-06-01,93.541766137084
2020-07-01,95.4295663709521
2020-08-01,97.2960288189765
2020-09-01,97.4317353938013
2020-10-01,97.5704768275088
2020-11-01,97.7239842617416
2020-12-01,98.0924541497969
2021-01-01,98.4794751839557
2021-02-01,98.8444302671724
2021-03-01,99.0825915130793
2021-04-01,99.2794698803437
2021-05-01,99.4489066672817
2021-06-01,99.6324041303276
2021-07-01,99.8203764714579
2021-08-01,100.007350957793
2021-09-01,100.182176430652
2021-10-01,100.318201521841
2021-11-01,100.385617781939
2021-12-01,100.366645464987
2022-01-01,100.275476712845
2022-02-01,100.141486184596
2022-03-01,99.9975177178971
2022-04-01,99.8713806716569
2022-05-01,99.7836909308487
2022-06-01,99.7445185926658
2022-07-01,99.7472763054761
2022-08-01,99.7782630532985
2022-09-01,99.8230948629118
2022-10-01,99.8710816965346
2022-11-01,99.9154013926156
2022-12-01,99.9530328788301
2023-01-01,99.9849277540735
2023-02-01,100.013851962352
2023-03-01,100.042616313636
2023-04-01,100.072500409365
2023-05-01,100.103785563252
