Series ID,Year,Period,Label,Value,1-Month Net Change,1-Month % Change
CES0000000001,1988,M08,1988 Aug,105674,124,0.1
CES0000000001,1988,M09,1988 Sep,106013,339,0.3
CES0000000001,1988,M10,1988 Oct,106276,263,0.2
CES0000000001,1988,M11,1988 Nov,106617,341,0.3
CES0000000001,1988,M12,1988 Dec,106898,281,0.3
CES0000000001,1989,M01,1989 Jan,107161,263,0.2
CES0000000001,1989,M02,1989 Feb,107427,266,0.2
CES0000000001,1989,M03,1989 Mar,107621,194,0.2
CES0000000001,1989,M04,1989 Apr,107791,170,0.2
CES0000000001,1989,M05,1989 May,107913,122,0.1
CES0000000001,1989,M06,1989 Jun,108027,114,0.1
CES0000000001,1989,M07,1989 Jul,108069,42,0.0
CES0000000001,1989,M08,1989 Aug,108120,51,0.0
CES0000000001,1989,M09,1989 Sep,108369,249,0.2
CES0000000001,1989,M10,1989 Oct,108476,107,0.1
CES0000000001,1989,M11,1989 Nov,108752,276,0.3
CES0000000001,1989,M12,1989 Dec,108836,84,0.1
CES0000000001,1990,M01,1990 Jan,109188,352,0.3
CES0000000001,1990,M02,1990 Feb,109432,244,0.2
CES0000000001,1990,M03,1990 Mar,109636,204,0.2
CES0000000001,1990,M04,1990 Apr,109670,34,0.0
CES0000000001,1990,M05,1990 May,109833,163,0.1
CES0000000001,1990,M06,1990 Jun,109857,24,0.0
CES0000000001,1990,M07,1990 Jul,109823,-34,0.0
CES0000000001,1990,M08,1990 Aug,109609,-214,-0.2
CES0000000001,1990,M09,1990 Sep,109521,-88,-0.1
CES0000000001,1990,M10,1990 Oct,109373,-148,-0.1
CES0000000001,1990,M11,1990 Nov,109220,-153,-0.1
CES0000000001,1990,M12,1990 Dec,109172,-48,0.0
CES0000000001,1991,M01,1991 Jan,109050,-122,-0.1
CES0000000001,1991,M02,1991 Feb,108731,-319,-0.3
CES0000000001,1991,M03,1991 Mar,108568,-163,-0.1
CES0000000001,1991,M04,1991 Apr,108351,-217,-0.2
CES0000000001,1991,M05,1991 May,108249,-102,-0.1
CES0000000001,1991,M06,1991 Jun,108337,88,0.1
CES0000000001,1991,M07,1991 Jul,108290,-47,0.0
CES0000000001,1991,M08,1991 Aug,108301,11,0.0
CES0000000001,1991,M09,1991 Sep,108334,33,0.0
CES0000000001,1991,M10,1991 Oct,108361,27,0.0
CES0000000001,1991,M11,1991 Nov,108301,-60,-0.1
CES0000000001,1991,M12,1991 Dec,108333,32,0.0
CES0000000001,1992,M01,1992 Jan,108367,34,0.0
CES0000000001,1992,M02,1992 Feb,108313,-54,0.0
CES0000000001,1992,M03,1992 Mar,108360,47,0.0
CES0000000001,1992,M04,1992 Apr,108515,155,0.1
CES0000000001,1992,M05,1992 May,108648,133,0.1
CES0000000001,1992,M06,1992 Jun,108717,69,0.1
CES0000000001,1992,M07,1992 Jul,108799,82,0.1
CES0000000001,1992,M08,1992 Aug,108922,123,0.1
CES0000000001,1992,M09,1992 Sep,108955,33,0.0
CES0000000001,1992,M10,1992 Oct,109135,180,0.2
CES0000000001,1992,M11,1992 Nov,109279,144,0.1
CES0000000001,1992,M12,1992 Dec,109502,223,0.2
CES0000000001,1993,M01,1993 Jan,109794,292,0.3
CES0000000001,1993,M02,1993 Feb,110044,250,0.2
CES0000000001,1993,M03,1993 Mar,109992,-52,0.0
CES0000000001,1993,M04,1993 Apr,110295,303,0.3
CES0000000001,1993,M05,1993 May,110570,275,0.2
CES0000000001,1993,M06,1993 Jun,110751,181,0.2
CES0000000001,1993,M07,1993 Jul,111060,309,0.3
CES0000000001,1993,M08,1993 Aug,111209,149,0.1
CES0000000001,1993,M09,1993 Sep,111455,246,0.2
CES0000000001,1993,M10,1993 Oct,111733,278,0.2
CES0000000001,1993,M11,1993 Nov,111989,256,0.2
CES0000000001,1993,M12,1993 Dec,112323,334,0.3
CES0000000001,1994,M01,1994 Jan,112598,275,0.2
CES0000000001,1994,M02,1994 Feb,112779,181,0.2
CES0000000001,1994,M03,1994 Mar,113240,461,0.4
CES0000000001,1994,M04,1994 Apr,113587,347,0.3
CES0000000001,1994,M05,1994 May,113923,336,0.3
CES0000000001,1994,M06,1994 Jun,114237,314,0.3
CES0000000001,1994,M07,1994 Jul,114607,370,0.3
CES0000000001,1994,M08,1994 Aug,114899,292,0.3
CES0000000001,1994,M09,1994 Sep,115254,355,0.3
CES0000000001,1994,M10,1994 Oct,115457,203,0.2
CES0000000001,1994,M11,1994 Nov,115872,415,0.4
CES0000000001,1994,M12,1994 Dec,116174,302,0.3
CES0000000001,1995,M01,1995 Jan,116504,330,0.3
CES0000000001,1995,M02,1995 Feb,116692,188,0.2
CES0000000001,1995,M03,1995 Mar,116907,215,0.2
CES0000000001,1995,M04,1995 Apr,117065,158,0.1
CES0000000001,1995,M05,1995 May,117050,-15,0.0
CES0000000001,1995,M06,1995 Jun,117285,235,0.2
CES0000000001,1995,M07,1995 Jul,117377,92,0.1
CES0000000001,1995,M08,1995 Aug,117639,262,0.2
CES0000000001,1995,M09,1995 Sep,117880,241,0.2
CES0000000001,1995,M10,1995 Oct,118029,149,0.1
CES0000000001,1995,M11,1995 Nov,118168,139,0.1
CES0000000001,1995,M12,1995 Dec,118325,157,0.1
CES0000000001,1996,M01,1996 Jan,118318,-7,0.0
CES0000000001,1996,M02,1996 Feb,118734,416,0.4
CES0000000001,1996,M03,1996 Mar,118990,256,0.2
CES0000000001,1996,M04,1996 Apr,119156,166,0.1
CES0000000001,1996,M05,1996 May,119489,333,0.3
CES0000000001,1996,M06,1996 Jun,119770,281,0.2
CES0000000001,1996,M07,1996 Jul,120015,245,0.2
CES0000000001,1996,M08,1996 Aug,120201,186,0.2
CES0000000001,1996,M09,1996 Sep,120402,201,0.2
CES0000000001,1996,M10,1996 Oct,120663,261,0.2
CES0000000001,1996,M11,1996 Nov,120949,286,0.2
CES0000000001,1996,M12,1996 Dec,121145,196,0.2
CES0000000001,1997,M01,1997 Jan,121363,218,0.2
CES0000000001,1997,M02,1997 Feb,121675,312,0.3
CES0000000001,1997,M03,1997 Mar,121989,314,0.3
CES0000000001,1997,M04,1997 Apr,122284,295,0.2
CES0000000001,1997,M05,1997 May,122551,267,0.2
CES0000000001,1997,M06,1997 Jun,122816,265,0.2
CES0000000001,1997,M07,1997 Jul,123112,296,0.2
CES0000000001,1997,M08,1997 Aug,123092,-20,0.0
CES0000000001,1997,M09,1997 Sep,123577,485,0.4
CES0000000001,1997,M10,1997 Oct,123924,347,0.3
CES0000000001,1997,M11,1997 Nov,124229,305,0.2
CES0000000001,1997,M12,1997 Dec,124551,322,0.3
CES0000000001,1998,M01,1998 Jan,124813,262,0.2
CES0000000001,1998,M02,1998 Feb,125019,206,0.2
CES0000000001,1998,M03,1998 Mar,125164,145,0.1
CES0000000001,1998,M04,1998 Apr,125447,283,0.2
CES0000000001,1998,M05,1998 May,125847,400,0.3
CES0000000001,1998,M06,1998 Jun,126078,231,0.2
CES0000000001,1998,M07,1998 Jul,126208,130,0.1
CES0000000001,1998,M08,1998 Aug,126547,339,0.3
CES0000000001,1998,M09,1998 Sep,126745,198,0.2
CES0000000001,1998,M10,1998 Oct,126950,205,0.2
CES0000000001,1998,M11,1998 Nov,127224,274,0.2
CES0000000001,1998,M12,1998 Dec,127599,375,0.3
CES0000000001,1999,M01,1999 Jan,127704,105,0.1
CES0000000001,1999,M02,1999 Feb,128118,414,0.3
CES0000000001,1999,M03,1999 Mar,128234,116,0.1
CES0000000001,1999,M04,1999 Apr,128598,364,0.3
CES0000000001,1999,M05,1999 May,128810,212,0.2
CES0000000001,1999,M06,1999 Jun,129088,278,0.2
CES0000000001,1999,M07,1999 Jul,129422,334,0.3
CES0000000001,1999,M08,1999 Aug,129569,147,0.1
CES0000000001,1999,M09,1999 Sep,129781,212,0.2
CES0000000001,1999,M10,1999 Oct,130179,398,0.3
CES0000000001,1999,M11,1999 Nov,130466,287,0.2
CES0000000001,1999,M12,1999 Dec,130780,314,0.2
CES0000000001,2000,M01,2000 Jan,131009,229,0.2
CES0000000001,2000,M02,2000 Feb,131120,111,0.1
CES0000000001,2000,M03,2000 Mar,131605,485,0.4
CES0000000001,2000,M04,2000 Apr,131884,279,0.2
CES0000000001,2000,M05,2000 May,132106,222,0.2
CES0000000001,2000,M06,2000 Jun,132060,-46,0.0
CES0000000001,2000,M07,2000 Jul,132226,166,0.1
CES0000000001,2000,M08,2000 Aug,132231,5,0.0
CES0000000001,2000,M09,2000 Sep,132356,125,0.1
CES0000000001,2000,M10,2000 Oct,132352,-4,0.0
CES0000000001,2000,M11,2000 Nov,132553,201,0.2
CES0000000001,2000,M12,2000 Dec,132718,165,0.1
CES0000000001,2001,M01,2001 Jan,132698,-20,0.0
CES0000000001,2001,M02,2001 Feb,132785,87,0.1
CES0000000001,2001,M03,2001 Mar,132753,-32,0.0
CES0000000001,2001,M04,2001 Apr,132456,-297,-0.2
CES0000000001,2001,M05,2001 May,132412,-44,0.0
CES0000000001,2001,M06,2001 Jun,132296,-116,-0.1
CES0000000001,2001,M07,2001 Jul,132171,-125,-0.1
CES0000000001,2001,M08,2001 Aug,132024,-147,-0.1
CES0000000001,2001,M09,2001 Sep,131765,-259,-0.2
CES0000000001,2001,M10,2001 Oct,131452,-313,-0.2
CES0000000001,2001,M11,2001 Nov,131142,-310,-0.2
CES0000000001,2001,M12,2001 Dec,130985,-157,-0.1
CES0000000001,2002,M01,2002 Jan,130852,-133,-0.1
CES0000000001,2002,M02,2002 Feb,130732,-120,-0.1
CES0000000001,2002,M03,2002 Mar,130721,-11,0.0
CES0000000001,2002,M04,2002 Apr,130617,-104,-0.1
CES0000000001,2002,M05,2002 May,130633,16,0.0
CES0000000001,2002,M06,2002 Jun,130683,50,0.0
CES0000000001,2002,M07,2002 Jul,130583,-100,-0.1
CES0000000001,2002,M08,2002 Aug,130587,4,0.0
CES0000000001,2002,M09,2002 Sep,130498,-89,-0.1
CES0000000001,2002,M10,2002 Oct,130621,123,0.1
CES0000000001,2002,M11,2002 Nov,130618,-3,0.0
CES0000000001,2002,M12,2002 Dec,130470,-148,-0.1
CES0000000001,2003,M01,2003 Jan,130579,109,0.1
CES0000000001,2003,M02,2003 Feb,130443,-136,-0.1
CES0000000001,2003,M03,2003 Mar,130233,-210,-0.2
CES0000000001,2003,M04,2003 Apr,130176,-57,0.0
CES0000000001,2003,M05,2003 May,130197,21,0.0
CES0000000001,2003,M06,2003 Jun,130192,-5,0.0
CES0000000001,2003,M07,2003 Jul,130183,-9,0.0
CES0000000001,2003,M08,2003 Aug,130153,-30,0.0
CES0000000001,2003,M09,2003 Sep,130252,99,0.1
CES0000000001,2003,M10,2003 Oct,130439,187,0.1
CES0000000001,2003,M11,2003 Nov,130482,43,0.0
CES0000000001,2003,M12,2003 Dec,130595,113,0.1
CES0000000001,2004,M01,2004 Jan,130765,170,0.1
CES0000000001,2004,M02,2004 Feb,130822,57,0.0
CES0000000001,2004,M03,2004 Mar,131139,317,0.2
CES0000000001,2004,M04,2004 Apr,131410,271,0.2
CES0000000001,2004,M05,2004 May,131694,284,0.2
CES0000000001,2004,M06,2004 Jun,131789,95,0.1
CES0000000001,2004,M07,2004 Jul,131849,60,0.0
CES0000000001,2004,M08,2004 Aug,131936,87,0.1
CES0000000001,2004,M09,2004 Sep,132082,146,0.1
CES0000000001,2004,M10,2004 Oct,132433,351,0.3
CES0000000001,2004,M11,2004 Nov,132509,76,0.1
CES0000000001,2004,M12,2004 Dec,132633,124,0.1
CES0000000001,2005,M01,2005 Jan,132778,145,0.1
CES0000000001,2005,M02,2005 Feb,133033,255,0.2
CES0000000001,2005,M03,2005 Mar,133153,120,0.1
CES0000000001,2005,M04,2005 Apr,133516,363,0.3
CES0000000001,2005,M05,2005 May,133687,171,0.1
CES0000000001,2005,M06,2005 Jun,133940,253,0.2
CES0000000001,2005,M07,2005 Jul,134297,357,0.3
CES0000000001,2005,M08,2005 Aug,134495,198,0.1
CES0000000001,2005,M09,2005 Sep,134551,56,0.0
CES0000000001,2005,M10,2005 Oct,134644,93,0.1
CES0000000001,2005,M11,2005 Nov,135001,357,0.3
CES0000000001,2005,M12,2005 Dec,135161,160,0.1
CES0000000001,2006,M01,2006 Jan,135425,264,0.2
CES0000000001,2006,M02,2006 Feb,135731,306,0.2
CES0000000001,2006,M03,2006 Mar,136040,309,0.2
CES0000000001,2006,M04,2006 Apr,136211,171,0.1
CES0000000001,2006,M05,2006 May,136247,36,0.0
CES0000000001,2006,M06,2006 Jun,136328,81,0.1
CES0000000001,2006,M07,2006 Jul,136522,194,0.1
CES0000000001,2006,M08,2006 Aug,136688,166,0.1
CES0000000001,2006,M09,2006 Sep,136824,136,0.1
CES0000000001,2006,M10,2006 Oct,136848,24,0.0
CES0000000001,2006,M11,2006 Nov,137069,221,0.2
CES0000000001,2006,M12,2006 Dec,137253,184,0.1
CES0000000001,2007,M01,2007 Jan,137476,223,0.2
CES0000000001,2007,M02,2007 Feb,137554,78,0.1
CES0000000001,2007,M03,2007 Mar,137781,227,0.2
CES0000000001,2007,M04,2007 Apr,137843,62,0.0
CES0000000001,2007,M05,2007 May,137993,150,0.1
CES0000000001,2007,M06,2007 Jun,138072,79,0.1
CES0000000001,2007,M07,2007 Jul,138042,-30,0.0
CES0000000001,2007,M08,2007 Aug,138017,-25,0.0
CES0000000001,2007,M09,2007 Sep,138103,86,0.1
CES0000000001,2007,M10,2007 Oct,138174,71,0.1
CES0000000001,2007,M11,2007 Nov,138292,118,0.1
CES0000000001,2007,M12,2007 Dec,138398,106,0.1
CES0000000001,2008,M01,2008 Jan,138399,1,0.0
CES0000000001,2008,M02,2008 Feb,138323,-76,-0.1
CES0000000001,2008,M03,2008 Mar,138255,-68,0.0
CES0000000001,2008,M04,2008 Apr,138038,-217,-0.2
CES0000000001,2008,M05,2008 May,137847,-191,-0.1
CES0000000001,2008,M06,2008 Jun,137689,-158,-0.1
CES0000000001,2008,M07,2008 Jul,137492,-197,-0.1
CES0000000001,2008,M08,2008 Aug,137209,-283,-0.2
CES0000000001,2008,M09,2008 Sep,136758,-451,-0.3
CES0000000001,2008,M10,2008 Oct,136294,-464,-0.3
CES0000000001,2008,M11,2008 Nov,135546,-748,-0.5
CES0000000001,2008,M12,2008 Dec,134849,-697,-0.5
CES0000000001,2009,M01,2009 Jan,134069,-780,-0.6
CES0000000001,2009,M02,2009 Feb,133311,-758,-0.6
CES0000000001,2009,M03,2009 Mar,132493,-818,-0.6
CES0000000001,2009,M04,2009 Apr,131825,-668,-0.5
CES0000000001,2009,M05,2009 May,131470,-355,-0.3
CES0000000001,2009,M06,2009 Jun,131002,-468,-0.4
CES0000000001,2009,M07,2009 Jul,130661,-341,-0.3
CES0000000001,2009,M08,2009 Aug,130480,-181,-0.1
CES0000000001,2009,M09,2009 Sep,130240,-240,-0.2
CES0000000001,2009,M10,2009 Oct,130062,-178,-0.1
CES0000000001,2009,M11,2009 Nov,130059,-3,0.0
CES0000000001,2009,M12,2009 Dec,129808,-251,-0.2
CES0000000001,2010,M01,2010 Jan,129798,-10,0.0
CES0000000001,2010,M02,2010 Feb,129700,-98,-0.1
CES0000000001,2010,M03,2010 Mar,129864,164,0.1
CES0000000001,2010,M04,2010 Apr,130115,251,0.2
CES0000000001,2010,M05,2010 May,130645,530,0.4
CES0000000001,2010,M06,2010 Jun,130501,-144,-0.1
CES0000000001,2010,M07,2010 Jul,130420,-81,-0.1
CES0000000001,2010,M08,2010 Aug,130424,4,0.0
CES0000000001,2010,M09,2010 Sep,130339,-85,-0.1
CES0000000001,2010,M10,2010 Oct,130620,281,0.2
CES0000000001,2010,M11,2010 Nov,130754,134,0.1
CES0000000001,2010,M12,2010 Dec,130835,81,0.1
CES0000000001,2011,M01,2011 Jan,130842,7,0.0
CES0000000001,2011,M02,2011 Feb,131052,210,0.2
CES0000000001,2011,M03,2011 Mar,131277,225,0.2
CES0000000001,2011,M04,2011 Apr,131604,327,0.2
CES0000000001,2011,M05,2011 May,131704,100,0.1
CES0000000001,2011,M06,2011 Jun,131936,232,0.2
CES0000000001,2011,M07,2011 Jul,131991,55,0.0
CES0000000001,2011,M08,2011 Aug,132124,133,0.1
CES0000000001,2011,M09,2011 Sep,132345,221,0.2
CES0000000001,2011,M10,2011 Oct,132557,212,0.2
CES0000000001,2011,M11,2011 Nov,132701,144,0.1
CES0000000001,2011,M12,2011 Dec,132901,200,0.2
CES0000000001,2012,M01,2012 Jan,133246,345,0.3
CES0000000001,2012,M02,2012 Feb,133518,272,0.2
CES0000000001,2012,M03,2012 Mar,133744,226,0.2
CES0000000001,2012,M04,2012 Apr,133827,83,0.1
CES0000000001,2012,M05,2012 May,133935,108,0.1
CES0000000001,2012,M06,2012 Jun,134007,72,0.1
CES0000000001,2012,M07,2012 Jul,134153,146,0.1
CES0000000001,2012,M08,2012 Aug,134330,177,0.1
CES0000000001,2012,M09,2012 Sep,134512,182,0.1
CES0000000001,2012,M10,2012 Oct,134671,159,0.1
CES0000000001,2012,M11,2012 Nov,134834,163,0.1
CES0000000001,2012,M12,2012 Dec,135075,241,0.2
CES0000000001,2013,M01,2013 Jan,135265,190,0.1
CES0000000001,2013,M02,2013 Feb,135544,279,0.2
CES0000000001,2013,M03,2013 Mar,135689,145,0.1
CES0000000001,2013,M04,2013 Apr,135876,187,0.1
CES0000000001,2013,M05,2013 May,136091,215,0.2
CES0000000001,2013,M06,2013 Jun,136269,178,0.1
CES0000000001,2013,M07,2013 Jul,136391,122,0.1
CES0000000001,2013,M08,2013 Aug,136635,244,0.2
CES0000000001,2013,M09,2013 Sep,136819,184,0.1
CES0000000001,2013,M10,2013 Oct,137039,220,0.2
CES0000000001,2013,M11,2013 Nov,137314,275,0.2
CES0000000001,2013,M12,2013 Dec,137368,54,0.0
CES0000000001,2014,M01,2014 Jan,137552,184,0.1
CES0000000001,2014,M02,2014 Feb,137707,155,0.1
CES0000000001,2014,M03,2014 Mar,137986,279,0.2
CES0000000001,2014,M04,2014 Apr,138298,312,0.2
CES0000000001,2014,M05,2014 May,138501,203,0.1
CES0000000001,2014,M06,2014 Jun,138833,332,0.2
CES0000000001,2014,M07,2014 Jul,139076,243,0.2
CES0000000001,2014,M08,2014 Aug,139258,182,0.1
CES0000000001,2014,M09,2014 Sep,139563,305,0.2
CES0000000001,2014,M10,2014 Oct,139805,242,0.2
CES0000000001,2014,M11,2014 Nov,140089,284,0.2
CES0000000001,2014,M12,2014 Dec,140366,277,0.2
CES0000000001,2015,M01,2015 Jan,140562,196,0.1
CES0000000001,2015,M02,2015 Feb,140829,267,0.2
CES0000000001,2015,M03,2015 Mar,140924,95,0.1
CES0000000001,2015,M04,2015 Apr,141202,278,0.2
CES0000000001,2015,M05,2015 May,141540,338,0.2
CES0000000001,2015,M06,2015 Jun,141695,155,0.1
CES0000000001,2015,M07,2015 Jul,141989,294,0.2
CES0000000001,2015,M08,2015 Aug,142130,141,0.1
CES0000000001,2015,M09,2015 Sep,142265,135,0.1
CES0000000001,2015,M10,2015 Oct,142585,320,0.2
CES0000000001,2015,M11,2015 Nov,142810,225,0.2
CES0000000001,2015,M12,2015 Dec,143083,273,0.2
CES0000000001,2016,M01,2016 Jan,143198,115,0.1
CES0000000001,2016,M02,2016 Feb,143410,212,0.1
CES0000000001,2016,M03,2016 Mar,143666,256,0.2
CES0000000001,2016,M04,2016 Apr,143856,190,0.1
CES0000000001,2016,M05,2016 May,143901,45,0.0
CES0000000001,2016,M06,2016 Jun,144152,251,0.2
CES0000000001,2016,M07,2016 Jul,144515,363,0.3
CES0000000001,2016,M08,2016 Aug,144664,149,0.1
CES0000000001,2016,M09,2016 Sep,144961,297,0.2
CES0000000001,2016,M10,2016 Oct,145069,108,0.1
CES0000000001,2016,M11,2016 Nov,145189,120,0.1
CES0000000001,2016,M12,2016 Dec,145408,219,0.2
CES0000000001,2017,M01,2017 Jan,145639,231,0.2
CES0000000001,2017,M02,2017 Feb,145845,206,0.1
CES0000000001,2017,M03,2017 Mar,145975,130,0.1
CES0000000001,2017,M04,2017 Apr,146172,197,0.1
CES0000000001,2017,M05,2017 May,146389,217,0.1
CES0000000001,2017,M06,2017 Jun,146588,199,0.1
CES0000000001,2017,M07,2017 Jul,146772,184,0.1
CES0000000001,2017,M08,2017 Aug,146907,135,0.1
CES0000000001,2017,M09,2017 Sep,146999,92,0.1
CES0000000001,2017,M10,2017 Oct,147147,148,0.1
CES0000000001,2017,M11,2017 Nov,147377,230,0.2
CES0000000001,2017,M12,2017 Dec,147521,144,0.1
CES0000000001,2018,M01,2018 Jan,147670,149,0.1
CES0000000001,2018,M02,2018 Feb,148058,388,0.3
CES0000000001,2018,M03,2018 Mar,148281,223,0.2
CES0000000001,2018,M04,2018 Apr,148426,145,0.1
CES0000000001,2018,M05,2018 May,148755,329,0.2
CES0000000001,2018,M06,2018 Jun,148966,211,0.1
CES0000000001,2018,M07,2018 Jul,149022,56,0.0
CES0000000001,2018,M08,2018 Aug,149272,250,0.2
CES0000000001,2018,M09,2018 Sep,149361,89,0.1
CES0000000001,2018,M10,2018 Oct,149526,165,0.1
CES0000000001,2018,M11,2018 Nov,149622,96,0.1
CES0000000001,2018,M12,2018 Dec,149805,183,0.1
CES0000000001,2019,M01,2019 Jan,150114,309,0.2
CES0000000001,2019,M02,2019 Feb,150092,-22,0.0
CES0000000001,2019,M03,2019 Mar,150320,228,0.2
CES0000000001,2019,M04,2019 Apr,150563,243,0.2
CES0000000001,2019,M05,2019 May,150630,67,0.0
CES0000000001,2019,M06,2019 Jun,150797,167,0.1
CES0000000001,2019,M07,2019 Jul,150879,82,0.1
CES0000000001,2019,M08,2019 Aug,151111,232,0.2
CES0000000001,2019,M09,2019 Sep,151318,207,0.1
CES0000000001,2019,M10,2019 Oct,151447,129,0.1
CES0000000001,2019,M11,2019 Nov,151662,215,0.1
CES0000000001,2019,M12,2019 Dec,151764,102,0.1
CES0000000001,2020,M01,2020 Jan,152098,334,0.2
CES0000000001,2020,M02,2020 Feb,152371,273,0.2
CES0000000001,2020,M03,2020 Mar,150944,-1427,-0.9
CES0000000001,2020,M04,2020 Apr,130430,-20514,-13.6
CES0000000001,2020,M05,2020 May,133055,2625,2.0
CES0000000001,2020,M06,2020 Jun,137620,4565,3.4
CES0000000001,2020,M07,2020 Jul,139064,1444,1.0
CES0000000001,2020,M08,2020 Aug,140799,1735,1.2
CES0000000001,2020,M09,2020 Sep,141760,961,0.7
CES0000000001,2020,M10,2020 Oct,142479,719,0.5
CES0000000001,2020,M11,2020 Nov,142743,264,0.2
CES0000000001,2020,M12,2020 Dec,142475,-268,-0.2
CES0000000001,2021,M01,2021 Jan,142969,494,0.3
CES0000000001,2021,M02,2021 Feb,143544,575,0.4
CES0000000001,2021,M03,2021 Mar,144328,784,0.5
CES0000000001,2021,M04,2021 Apr,144614,286,0.2
CES0000000001,2021,M05,2021 May,145096,482,0.3
CES0000000001,2021,M06,2021 Jun,145789,693,0.5
CES0000000001,2021,M07,2021 Jul,146558,769,0.5
CES0000000001,2021,M08,2021 Aug,147221,663,0.5
CES0000000001,2021,M09,2021 Sep,147778,557,0.4
CES0000000001,2021,M10,2021 Oct,148559,781,0.5
CES0000000001,2021,M11,2021 Nov,149173,614,0.4
CES0000000001,2021,M12,2021 Dec,149742,569,0.4
CES0000000001,2022,M01,2022 Jan,150106,364,0.2
CES0000000001,2022,M02,2022 Feb,151010,904,0.6
CES0000000001,2022,M03,2022 Mar,151424,414,0.3
CES0000000001,2022,M04,2022 Apr,151678,254,0.2
CES0000000001,2022,M05,2022 May,152042,364,0.2
CES0000000001,2022,M06,2022 Jun,152412,370,0.2
CES0000000001,2022,M07,2022 Jul,152980,568,0.4
CES0000000001,2022,M08,2022 Aug,153332,352,0.2
CES0000000001,2022,M09,2022 Sep,153682,350,0.2
CES0000000001,2022,M10,2022 Oct,154006,324,0.2
CES0000000001,2022,M11,2022 Nov,154296,290,0.2
CES0000000001,2022,M12,2022 Dec,154535,239,0.2
CES0000000001,2023,M01,2023 Jan,155007,472,0.3
CES0000000001,2023,M02,2023 Feb,155255,248,0.2
CES0000000001,2023,M03,2023 Mar,155472,217,0.1
CES0000000001,2023,M04,2023 Apr,155689,217,0.1
CES0000000001,2023,M05,2023 May,155970,281,0.2
CES0000000001,2023,M06,2023 Jun,156155,185,0.1
CES0000000001,2023,M07,2023 Jul,156342,187,0.1
